source,title,company,location,stipend,duration,mode,internship_type,branch_required,cgpa_required,gender,eligibility_raw,skills,deadline,applicants,apply_link
Naukri,Website Management Intern,The Social Journey,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"digital marketing, project management, css, wordpress, branding, photoshop, bootstrap, jquery, javascript, content management",N/A,N/A,https://www.naukri.com/job-listings-website-management-intern-the-social-journey-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-130125503296
Naukri,Java Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"c++, software development, software testing, application design, sql server, javascript, application development, sql, salesforce, technical design",N/A,N/A,https://www.naukri.com/job-listings-java-intern-spcl-infotech-pune-0-to-3-years-281024502178
Naukri,Talent Acquisition & HR Intern,Devangles Software3.422 Reviews,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"github, Talent acquisition, HR Intern, Social media, devops, cloud architect, Management, Internship",N/A,N/A,https://www.naukri.com/job-listings-talent-acquisition-hr-intern-devangles-infotech-pune-0-to-1-years-291225500223
Naukri,Human Resource Intern,Puma4.1795 Reviews,,"6 months duration25,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Talent Acquisition, Coordination, Data Management, Hiring, Sourcing, Employee Engagement, Recruitment, Onboarding",N/A,N/A,https://www.naukri.com/job-listings-human-resource-intern-puma-bengaluru-0-to-1-years-090326007589
Naukri,Front Office Executive,Hilton Hotels4.1580 Reviews,,No fixed durationUnpaid,0 to 6 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Hospitality, Front Office Executive, Front office operations, Management systems, Hotel management, Customer service, Property management, Internship, Room, Front Office Supervisor",N/A,N/A,https://www.naukri.com/job-listings-front-office-executive-hilton-chennai-0-to-6-years-100426500010
Naukri,Social Media Intern,The Social Journey,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"digital marketing, branding, business development, media, advertising, research, sales, brand management, marketing, online marketing",N/A,N/A,https://www.naukri.com/job-listings-social-media-intern-the-social-journey-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-130125503297
Naukri,ReactJS / Android / Flutter Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"css, project management, sqlite, android, ios, mobile application development, iphone, javascript, react.js, coding",N/A,N/A,https://www.naukri.com/job-listings-reactjs-android-flutter-intern-spcl-infotech-pune-0-to-1-years-291024505268
Naukri,Intern - Data Modeler,Crisil3.51.9K Reviews,,No fixed durationUnpaid,0 to 2 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Computer science, Intern, RDBMS, Data modeling, Analytical, Data structures, Internship, Database management system, SQL, Python",N/A,N/A,https://www.naukri.com/job-listings-intern-data-modeler-crisil-mumbai-pune-0-to-2-years-190326503390
Naukri,Cloud Alliances & Growth Intern,Devangles Software3.422 Reviews,,3 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Management,Not mentioned,All,UG: B.B.A. / B.M.S. in Management,"Lead generation, Compliance, Process improvement, Transition, Management, Research, Internship, Operations, Supervision, CRM",N/A,N/A,https://www.naukri.com/job-listings-cloud-alliances-growth-intern-devangles-infotech-pune-0-to-1-years-291225500225
Naukri,PHP (Laravel) Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"schema, css, php laravel, bootstrap, ajax, scalability, jquery, sql, react.js, java",N/A,N/A,https://www.naukri.com/job-listings-php-laravel-intern-spcl-infotech-pune-0-to-3-years-281024502679
Naukri,Credit Product Delivery Transaction Execution Analyst,JPMorgan Chase Bank3.87.8K Reviews,,No fixed durationUnpaid,1 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Process optimization, Legal compliance, Trade finance, Trade sales, Process improvement, Legal, transaction management, Paralegal, Operations, Internship",N/A,N/A,https://www.naukri.com/job-listings-credit-product-delivery-transaction-execution-analyst-jp-morgan-and-chase-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-240326508382
Naukri,HVAC Design,Afcons4.23.1K Reviews,,No fixed durationUnpaid,6 to 12 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, HVAC engineering, Mechanical, hvac design, Infrastructure development, EPC, Vendor, Internship, Bid evaluation, HVAC system",N/A,N/A,https://www.naukri.com/job-listings-hvac-design-afcons-infrastructure-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-12-years-290825501836
Naukri,DATA ANALYST,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Data analysis, MySQL, Data collection, Data processing, power bi, Data quality, Data analytics, Data mining, Internship, SQL",N/A,N/A,https://www.naukri.com/job-listings-data-analyst-godigi-infotech-pune-0-to-1-years-130126506831
Naukri,SOFTWARE DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"C++, CSS, html5, MySQL, Debugging, Javascript, HTML, Research, Software solutions, Python",N/A,N/A,https://www.naukri.com/job-listings-software-development-godigi-infotech-pune-0-to-1-years-171125500922
Naukri,WEB DEVELOPMENT,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Backend, github, CSS, Web technologies, MySQL, Web development, HTML, Internship, Python, Database handling",N/A,N/A,https://www.naukri.com/job-listings-web-development-godigi-infotech-pune-0-to-1-years-050126503683
Naukri,FULL STACK DEVELOPMENT,Godigi Infotech2.42 Reviews,,"6 months duration10,000/month",0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Backend, GIT, Front end, Django, Programming, MongoDB, Internship, Analytics, SQL, Python",N/A,N/A,https://www.naukri.com/job-listings-full-stack-development-godigi-infotech-pune-0-to-1-years-171125502484
Naukri,Apprentice,Starbucks4.1871 Reviews,,6 months durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Training, Basic, Interpersonal skills, Customer service orientation, Cash handling, OJT, Retail Trainee, Trainee Associate, Operations",N/A,N/A,https://www.naukri.com/job-listings-apprentice-star-bucks-pune-0-to-1-years-040625502746
Naukri,DevOps Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"continuous integration, python, release management, maven, ant, svn, change management, docker, ansible, configuration management",N/A,N/A,https://www.naukri.com/job-listings-devops-intern-spcl-infotech-pune-0-to-3-years-281024502177
Naukri,JAVA DEVELOPMENT - INTERN,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"c#, css, c++, software development, c, software testing, manual testing, java development, bootstrap, analysis",N/A,N/A,https://www.naukri.com/job-listings-java-development-intern-godigi-infotech-pune-0-to-1-years-140224501873
Naukri,Administrator Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"vendor management, security management, travel management, administration, cafeteria management, transport management, facility management, guest house management, general administration, office administration",N/A,N/A,https://www.naukri.com/job-listings-administrator-intern-spcl-infotech-pune-0-to-3-years-281024502152
Naukri,DIGITAL MARKETING EXECUTIVE,Godigi Infotech2.42 Reviews,,"No fixed duration37,500/month",0 to 2 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Google Analytics, Email marketing, Online marketing, Social media, SEM, Training and Development, SEO, Digital marketing, Marketing communication, Digital Marketing Executive",N/A,N/A,https://www.naukri.com/job-listings-digital-marketing-executive-godigi-infotech-pune-0-to-2-years-050725501333
Naukri,Digital Marketing Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"digital marketing, digital, marketing strategy, google adwords, community management, linkedin, instagram, media, marketing, twitter",N/A,N/A,https://www.naukri.com/job-listings-digital-marketing-intern-spcl-infotech-pune-0-to-3-years-281024502153
Naukri,"Intern, Customer Support Rotational Shifts",Icertis3.2394 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Automation, Interpersonal skills, Intern, Contract management, Customer satisfaction, Analytical, Customer support, data privacy, Customer experience, SQL",N/A,N/A,https://www.naukri.com/job-listings-intern-customer-support-rotational-shifts-icertis-solutions-pune-0-to-1-years-060326500886
Naukri,Intern,Margadarshak Centre For Agribusiness Development,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,Intern,N/A,N/A,https://www.naukri.com/job-listings-intern-margadarshak-centre-for-agribusiness-development-pune-0-to-1-years-130125504455
Naukri,MERN STACK Professional,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Architecture, Intern, html5, Web development, Debugging, Javascript, Troubleshooting, Internship, SQL, Python",N/A,N/A,https://www.naukri.com/job-listings-mern-stack-professional-godigi-infotech-pune-0-to-1-years-181225500958
Naukri,HR Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"screening, orientation, hr generalist activities, employee relations, hr policies, resource, administration, hrsd, training, talent acquisition",N/A,N/A,https://www.naukri.com/job-listings-hr-intern-spcl-infotech-pune-0-to-3-years-281024502154
Naukri,CA Interns,Deutsche Bank3.94.4K Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"tds, law, statutory compliance, voucher making, forecasting, gst, tax returns, audit report, auditing, accounting",N/A,N/A,https://www.naukri.com/job-listings-ca-interns-deutsche-bank-pune-0-to-1-years-270326501920
Naukri,Technical Recruiter - Trainee,IT Works Infotech3.119 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"Recruitment Trainee, Excel, Talent acquisition, Database management, Social media, Management, Internship, Recruitment",N/A,N/A,https://www.naukri.com/job-listings-technical-recruiter-trainee-it-works-infotech-pune-0-to-1-years-210525504650
Naukri,JAVA FULL STACK Professional,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"spring boot, Hibernate, Core Java, Web technologies, Advanced Java, html5, MySQL, Web development, Javascript, Internship",N/A,N/A,https://www.naukri.com/job-listings-java-full-stack-professional-godigi-infotech-pune-0-to-1-years-181225500960
Naukri,DIGITAL MARKETING INTERNSHIP,Godigi Infotech2.42 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"SMO, SEO, Digital marketing, Internship",N/A,N/A,https://www.naukri.com/job-listings-digital-marketing-internship-godigi-infotech-pune-0-to-1-years-061123500199
Naukri,IT Sales intern Paid Internship,Scalent Infotech4.75 Reviews,,No fixed durationUnpaid,0 to 1 years,Work From Home,Part Time,Management,Not mentioned,All,"UG: Any Graduate, B.B.A. / B.M.S. in Management","Administration, Sales operations, Product service, sales intern, Social media, Market research, Sales process, Customer engagement, Internship, Data entry",N/A,N/A,https://www.naukri.com/job-listings-it-sales-intern-paid-internship-scalent-infotech-pvt-ltd-pune-0-to-1-years-031224506763
Naukri,Sales Intern,Spcl Infotech4.214 Reviews,,No fixed durationUnpaid,0 to 3 years,Work From Home,Part Time,Not mentioned,Not mentioned,All,UG: Any Graduate,"sales presentations, sales training, customer service, customer engagement, sales process, customer interaction, market research, sales support, sales, research",N/A,N/A,https://www.naukri.com/job-listings-sales-intern-spcl-infotech-pune-0-to-3-years-281024502155
Company Careers,Software Engineering Internship (SWE Intern),Google,Multiple Locations / Remote,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Search for active openings on Google Careers,N/A,N/A,N/A,https://www.google.com/about/careers/applications/jobs/results?q=intern&employment_type=INTERN
Company Careers,STEP Internship (Student Training in Engineering Program),Google,Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,For 1st and 2nd year undergrad CS students,N/A,N/A,N/A,https://buildyourfuture.withgoogle.com/programs/step
Company Careers,University Internship (Software Engineering),Microsoft,Multiple Locations / India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology, Electronics",Not mentioned,All,Pre-final year STEM students eligible,N/A,N/A,N/A,https://careers.microsoft.com/v2/global/en/universityinternship
Company Careers,Explore Microsoft Internship,Microsoft,India / USA,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,For 1st and 2nd year students only,N/A,N/A,N/A,https://careers.microsoft.com/v2/global/en/exploremicrosoft
Company Careers,Apple Internship Program,Apple,Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Electronics, Electrical, Mechanical",Not mentioned,All,Search 'intern' on Apple Jobs for active roles,N/A,N/A,N/A,https://www.apple.com/careers/us/students.html
Company Careers,Software Engineer Internship,Meta (Facebook),Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Filter by Internship team on Meta Careers,N/A,N/A,N/A,https://www.metacareers.com/jobs?q=intern&teams[0]=Internship%20-%20Engineering%2C%20Tech%20%26%20Design
Company Careers,Software Development Engineer Internship (SDE Intern),Amazon,Multiple Locations / India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Check Student Programs section on Amazon Jobs,N/A,N/A,N/A,https://www.amazon.jobs/en/job_categories/student-programs
Company Careers,Adobe Research Internship / Engineering Internship,Adobe,Noida / Bengaluru / USA,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology, Data Science",Not mentioned,All,Search intern on Adobe Careers,N/A,N/A,N/A,https://careers.adobe.com/us/en/search-results?keywords=intern
Company Careers,SheCodes by Adobe (Women in Tech),Adobe,India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,Girls Only,Female-specific program. Check Adobe Careers for active cycle.,N/A,N/A,N/A,https://careers.adobe.com/us/en/search-results?keywords=shecodes
Company Careers,Summer Analyst Internship,Goldman Sachs,Bengaluru / Mumbai / Global,Not disclosed,N/A,On-site,Full Time,"Computer Science, Finance, Mathematics, Economics",Not mentioned,All,Look under Asia Pacific / India programs,N/A,N/A,N/A,https://www.goldmansachs.com/careers/students/programs/
